Municipio;Mes;Leitos_Existentes;Leitos_SUS;UTI_Existente;UTI_SUS
IGARATA;05/2024;8;8;0;0
IGARATA;06/2024;8;8;0;0
IGARATA;07/2024;8;8;0;0
IGARATA;08/2024;8;8;0;0
IGARATA;09/2024;8;8;0;0
IGARATA;10/2024;8;8;0;0
IGARATA;11/2024;8;8;0;0
IGARATA;12/2024;8;8;0;0
ILHA SOLTEIRA;01/2024;123;85;10;8
ILHA SOLTEIRA;02/2024;123;85;10;8
ILHA SOLTEIRA;03/2024;123;85;10;8
ILHA SOLTEIRA;04/2024;123;85;10;8
ILHA SOLTEIRA;05/2024;123;85;10;8
ILHA SOLTEIRA;06/2024;123;85;10;8
ILHA SOLTEIRA;07/2024;123;85;10;8
ILHA SOLTEIRA;08/2024;123;85;10;8
ILHA SOLTEIRA;09/2024;123;85;10;8
ILHA SOLTEIRA;10/2024;82;76;10;8
ILHA SOLTEIRA;11/2024;82;76;10;8
ILHA SOLTEIRA;12/2024;82;76;10;8
ILHABELA;01/2024;47;47;6;6
ILHABELA;02/2024;47;47;6;6
ILHABELA;03/2024;47;47;6;6
ILHABELA;04/2024;47;47;6;6
ILHABELA;05/2024;47;47;6;6
ILHABELA;06/2024;47;47;6;6
ILHABELA;07/2024;47;47;6;6
ILHABELA;08/2024;47;47;6;6
ILHABELA;09/2024;47;47;6;6
ILHABELA;10/2024;47;47;6;6
ILHABELA;11/2024;47;47;6;6
ILHABELA;12/2024;47;47;6;6
INDAIATUBA;01/2024;505;292;73;36
INDAIATUBA;02/2024;505;292;73;36
INDAIATUBA;03/2024;505;292;73;36
INDAIATUBA;04/2024;505;292;73;36
INDAIATUBA;05/2024;505;292;73;36
INDAIATUBA;06/2024;505;295;73;36
INDAIATUBA;07/2024;505;295;73;36
INDAIATUBA;08/2024;505;295;73;36
INDAIATUBA;09/2024;505;295;73;36
INDAIATUBA;10/2024;505;295;73;36
INDAIATUBA;11/2024;505;295;73;36
INDAIATUBA;12/2024;505;295;73;36
INDIAPORA;01/2024;36;4;0;0
INDIAPORA;02/2024;36;4;0;0
INDIAPORA;03/2024;36;4;0;0
INDIAPORA;04/2024;36;4;0;0
INDIAPORA;05/2024;36;4;0;0
INDIAPORA;06/2024;36;4;0;0
INDIAPORA;07/2024;36;4;0;0
INDIAPORA;08/2024;36;4;0;0
INDIAPORA;09/2024;36;4;0;0
INDIAPORA;10/2024;36;4;0;0
INDIAPORA;11/2024;36;4;0;0
INDIAPORA;12/2024;36;4;0;0
IPAUSSU;01/2024;49;28;0;0
IPAUSSU;02/2024;49;28;0;0
IPAUSSU;03/2024;49;28;0;0
IPAUSSU;04/2024;49;28;0;0
IPAUSSU;05/2024;49;28;0;0
IPAUSSU;06/2024;49;28;0;0
IPAUSSU;07/2024;49;28;0;0
IPAUSSU;08/2024;49;28;0;0
IPAUSSU;09/2024;49;28;0;0
IPAUSSU;10/2024;49;28;0;0
IPAUSSU;11/2024;49;28;0;0
IPAUSSU;12/2024;49;28;0;0
IPERO;01/2024;15;15;0;0
IPERO;02/2024;15;15;0;0
IPERO;03/2024;15;15;0;0
IPERO;04/2024;15;15;0;0
IPERO;05/2024;15;15;0;0
IPERO;06/2024;15;15;0;0
IPERO;07/2024;15;15;0;0
IPERO;08/2024;15;15;0;0
IPERO;09/2024;15;15;0;0
IPERO;10/2024;15;15;0;0
IPERO;11/2024;15;15;0;0
IPERO;12/2024;15;15;0;0
IPUA;01/2024;50;43;0;0
IPUA;02/2024;50;43;0;0
IPUA;03/2024;50;43;0;0
IPUA;04/2024;50;43;0;0
IPUA;05/2024;50;43;0;0
IPUA;06/2024;50;43;0;0
IPUA;07/2024;50;43;0;0
IPUA;08/2024;50;43;0;0
IPUA;09/2024;50;43;0;0
IPUA;10/2024;50;43;0;0
IPUA;11/2024;54;43;0;0
IPUA;12/2024;50;39;0;0
IRACEMAPOLIS;01/2024;3;3;0;0
IRACEMAPOLIS;02/2024;3;3;0;0
IRACEMAPOLIS;03/2024;3;3;0;0
IRACEMAPOLIS;04/2024;3;3;0;0
IRACEMAPOLIS;05/2024;3;3;0;0
IRACEMAPOLIS;06/2024;3;3;0;0
IRACEMAPOLIS;07/2024;3;3;0;0
IRACEMAPOLIS;08/2024;3;3;0;0
IRACEMAPOLIS;09/2024;3;3;0;0
IRACEMAPOLIS;10/2024;3;3;0;0
IRACEMAPOLIS;11/2024;3;3;0;0
IRACEMAPOLIS;12/2024;3;3;0;0
ITABERA;01/2024;19;19;0;0
ITABERA;02/2024;19;19;0;0
ITABERA;03/2024;19;19;0;0
ITABERA;04/2024;19;19;0;0
ITABERA;05/2024;19;19;0;0
ITABERA;06/2024;19;19;0;0
ITABERA;07/2024;19;19;0;0
ITABERA;08/2024;19;19;0;0
ITABERA;09/2024;19;19;0;0
ITABERA;10/2024;19;19;0;0
ITABERA;11/2024;19;19;0;0
ITABERA;12/2024;19;19;0;0
ITAI;01/2024;33;33;0;0
ITAI;02/2024;33;33;0;0
ITAI;03/2024;35;35;0;0
ITAI;04/2024;35;35;0;0
ITAI;05/2024;35;35;0;0
ITAI;06/2024;35;35;0;0
ITAI;07/2024;35;35;0;0
ITAI;08/2024;37;35;0;0
ITAI;09/2024;37;35;0;0
ITAI;10/2024;37;35;0;0
ITAI;11/2024;37;35;0;0
ITAI;12/2024;37;35;0;0
ITAJOBI;01/2024;50;35;0;0
ITAJOBI;02/2024;50;35;0;0
ITAJOBI;03/2024;50;35;0;0
ITAJOBI;04/2024;50;35;0;0
ITAJOBI;05/2024;50;35;0;0
ITAJOBI;06/2024;50;35;0;0
ITAJOBI;07/2024;50;35;0;0
ITAJOBI;08/2024;50;35;0;0
ITAJOBI;09/2024;50;35;0;0
ITAJOBI;10/2024;50;35;0;0
ITAJOBI;11/2024;50;35;0;0
ITAJOBI;12/2024;50;35;0;0
ITANHAEM;01/2024;182;182;27;27
ITANHAEM;02/2024;182;182;27;27
ITANHAEM;03/2024;182;182;27;27
ITANHAEM;04/2024;182;182;27;27
ITANHAEM;05/2024;182;182;27;27
ITANHAEM;06/2024;182;182;27;27
ITANHAEM;07/2024;182;182;27;27
ITANHAEM;08/2024;182;182;27;27
ITANHAEM;09/2024;182;182;27;27
ITANHAEM;10/2024;182;182;27;27
ITANHAEM;11/2024;182;174;30;27
ITANHAEM;12/2024;182;174;30;27
ITAPECERICA DA SERRA;01/2024;645;245;36;34
ITAPECERICA DA SERRA;02/2024;645;245;36;34
ITAPECERICA DA SERRA;03/2024;645;245;36;34
ITAPECERICA DA SERRA;04/2024;645;245;36;34
ITAPECERICA DA SERRA;05/2024;645;245;36;34
ITAPECERICA DA SERRA;06/2024;645;245;36;34
ITAPECERICA DA SERRA;07/2024;645;245;36;34
ITAPECERICA DA SERRA;08/2024;645;245;36;34
ITAPECERICA DA SERRA;09/2024;645;245;36;34
ITAPECERICA DA SERRA;10/2024;645;245;36;34
ITAPECERICA DA SERRA;11/2024;645;245;36;34
ITAPECERICA DA SERRA;12/2024;645;245;36;34
ITAPETININGA;01/2024;221;170;24;18
ITAPETININGA;02/2024;245;194;24;18
ITAPETININGA;03/2024;245;194;24;18
ITAPETININGA;04/2024;245;194;24;18
ITAPETININGA;05/2024;245;194;24;18
ITAPETININGA;06/2024;245;194;24;18
ITAPETININGA;07/2024;245;194;24;18
ITAPETININGA;08/2024;245;194;24;18
ITAPETININGA;09/2024;245;194;24;18
ITAPETININGA;10/2024;245;194;24;18
ITAPETININGA;11/2024;245;194;24;18
ITAPETININGA;12/2024;245;194;24;18
ITAPEVA;01/2024;153;127;32;30
ITAPEVA;02/2024;153;127;32;30
ITAPEVA;03/2024;153;127;32;30
ITAPEVA;04/2024;153;127;32;30
ITAPEVA;05/2024;153;127;32;30
ITAPEVA;06/2024;153;127;32;30
ITAPEVA;07/2024;153;127;32;30
ITAPEVA;08/2024;153;127;32;30
ITAPEVA;09/2024;153;127;32;30
ITAPEVA;10/2024;153;127;32;30
ITAPEVA;11/2024;153;127;32;30
ITAPEVA;12/2024;153;127;32;30
ITAPEVI;01/2024;465;260;88;30
ITAPEVI;02/2024;455;260;78;30
ITAPEVI;03/2024;455;260;78;30
ITAPEVI;04/2024;455;260;78;30
ITAPEVI;05/2024;455;260;78;30
ITAPEVI;06/2024;455;260;78;30
ITAPEVI;07/2024;455;260;78;30
ITAPEVI;08/2024;455;260;78;30
ITAPEVI;09/2024;455;260;78;30
ITAPEVI;10/2024;455;260;78;30
ITAPEVI;11/2024;455;260;78;30
ITAPEVI;12/2024;455;260;78;30
ITAPIRA;01/2024;913;551;20;10
ITAPIRA;02/2024;933;551;20;10
ITAPIRA;03/2024;933;551;20;10
ITAPIRA;04/2024;930;548;20;10
ITAPIRA;05/2024;930;548;20;10
ITAPIRA;06/2024;910;548;20;10
ITAPIRA;07/2024;910;548;20;10
ITAPIRA;08/2024;910;548;20;10
ITAPIRA;09/2024;925;543;20;10
ITAPIRA;10/2024;925;543;20;10
ITAPIRA;11/2024;925;543;20;10
ITAPIRA;12/2024;925;543;20;10
ITAPOLIS;01/2024;90;64;9;9
ITAPOLIS;02/2024;90;64;9;9
ITAPOLIS;03/2024;90;64;9;9
ITAPOLIS;04/2024;90;64;9;9
ITAPOLIS;05/2024;90;64;9;9
ITAPOLIS;06/2024;90;64;9;9
ITAPOLIS;07/2024;90;64;9;9
ITAPOLIS;08/2024;90;64;9;9
ITAPOLIS;09/2024;90;64;9;9
ITAPOLIS;10/2024;90;64;9;9
ITAPOLIS;11/2024;90;64;9;9
ITAPOLIS;12/2024;90;64;9;9
ITAPORANGA;01/2024;42;30;0;0
ITAPORANGA;02/2024;42;30;0;0
ITAPORANGA;03/2024;42;30;0;0
ITAPORANGA;04/2024;42;30;0;0
ITAPORANGA;05/2024;42;30;0;0
ITAPORANGA;06/2024;42;30;0;0
ITAPORANGA;07/2024;42;30;0;0
ITAPORANGA;08/2024;42;30;0;0
ITAPORANGA;09/2024;42;30;0;0
ITAPORANGA;10/2024;42;30;0;0
ITAPORANGA;11/2024;42;30;0;0
ITAPORANGA;12/2024;42;30;0;0
ITAPUI;01/2024;35;35;0;0
ITAPUI;02/2024;35;35;0;0
ITAPUI;03/2024;35;35;0;0
ITAPUI;04/2024;35;35;0;0
ITAPUI;05/2024;35;35;0;0
ITAPUI;06/2024;35;35;0;0
ITAPUI;07/2024;35;35;0;0
ITAPUI;08/2024;35;35;0;0
ITAPUI;09/2024;35;35;0;0
ITAPUI;10/2024;35;35;0;0
ITAPUI;11/2024;35;35;0;0
ITAPUI;12/2024;35;35;0;0
ITAQUAQUECETUBA;01/2024;276;276;30;30
ITAQUAQUECETUBA;02/2024;276;276;30;30
ITAQUAQUECETUBA;03/2024;276;276;30;30
ITAQUAQUECETUBA;04/2024;276;276;30;30
ITAQUAQUECETUBA;05/2024;282;282;30;30
ITAQUAQUECETUBA;06/2024;282;282;30;30
ITAQUAQUECETUBA;07/2024;282;282;30;30
ITAQUAQUECETUBA;08/2024;282;282;30;30
ITAQUAQUECETUBA;09/2024;282;282;30;30
ITAQUAQUECETUBA;10/2024;282;282;30;30
ITAQUAQUECETUBA;11/2024;282;282;30;30
ITAQUAQUECETUBA;12/2024;282;282;30;30
ITARARE;01/2024;80;53;0;0
ITARARE;02/2024;80;53;0;0
ITARARE;03/2024;80;53;0;0
ITARARE;04/2024;80;53;0;0
ITARARE;05/2024;80;53;0;0
ITARARE;06/2024;80;53;0;0
ITARARE;07/2024;80;53;0;0
ITARARE;08/2024;80;53;0;0
ITARARE;09/2024;80;53;0;0
ITARARE;10/2024;80;53;0;0
ITARARE;11/2024;80;53;0;0
ITARARE;12/2024;80;53;0;0
ITATIBA;01/2024;140;74;27;14
ITATIBA;02/2024;140;74;27;14
ITATIBA;03/2024;140;74;27;14
ITATIBA;04/2024;140;74;27;14
ITATIBA;05/2024;140;74;27;14
ITATIBA;06/2024;140;74;27;14
ITATIBA;07/2024;140;74;27;14
ITATIBA;08/2024;140;74;27;14
ITATIBA;09/2024;140;74;27;14
ITATIBA;10/2024;140;74;27;14
ITATIBA;11/2024;140;74;27;14
ITATIBA;12/2024;140;74;27;14
ITATINGA;01/2024;14;7;0;0
ITATINGA;02/2024;14;7;0;0
ITATINGA;03/2024;14;7;0;0
ITATINGA;04/2024;14;7;0;0
ITATINGA;05/2024;14;7;0;0
ITATINGA;06/2024;14;7;0;0
ITATINGA;07/2024;14;7;0;0
ITATINGA;08/2024;14;7;0;0
ITATINGA;09/2024;14;7;0;0
ITATINGA;10/2024;14;7;0;0
ITATINGA;11/2024;14;7;0;0
ITATINGA;12/2024;14;7;0;0
ITIRAPINA;01/2024;13;13;0;0
ITIRAPINA;02/2024;13;13;0;0
ITIRAPINA;03/2024;13;13;0;0
ITIRAPINA;04/2024;13;13;0;0
ITIRAPINA;05/2024;13;13;0;0
ITIRAPINA;06/2024;13;13;0;0
ITIRAPINA;07/2024;13;13;0;0
ITIRAPINA;08/2024;11;11;0;0
ITIRAPINA;09/2024;11;11;0;0
ITIRAPINA;10/2024;11;11;0;0
ITIRAPINA;11/2024;11;11;0;0
ITIRAPINA;12/2024;11;11;0;0
ITU;01/2024;557;395;92;44
ITU;02/2024;557;395;92;44
ITU;03/2024;557;395;92;44
ITU;04/2024;557;395;92;44
ITU;05/2024;557;395;92;44
ITU;06/2024;557;395;92;44
ITU;07/2024;555;395;92;44
ITU;08/2024;555;395;92;44
ITU;09/2024;555;395;92;44
ITU;10/2024;555;395;92;44
ITU;11/2024;555;395;92;44
ITU;12/2024;555;395;92;44
ITUPEVA;01/2024;88;50;0;0
ITUPEVA;02/2024;88;50;0;0
ITUPEVA;03/2024;88;50;0;0
ITUPEVA;04/2024;88;50;0;0
ITUPEVA;05/2024;88;50;0;0
ITUPEVA;06/2024;88;50;0;0
ITUPEVA;07/2024;88;50;0;0
ITUPEVA;08/2024;88;50;0;0
ITUPEVA;09/2024;88;50;0;0
ITUPEVA;10/2024;88;50;0;0
ITUPEVA;11/2024;88;50;0;0
ITUPEVA;12/2024;88;50;0;0
ITUVERAVA;01/2024;132;62;10;9
ITUVERAVA;02/2024;132;62;10;9
ITUVERAVA;03/2024;132;62;10;9
ITUVERAVA;04/2024;132;62;10;9
ITUVERAVA;05/2024;132;70;10;9
ITUVERAVA;06/2024;132;70;10;9
ITUVERAVA;07/2024;132;70;10;9
ITUVERAVA;08/2024;132;70;10;9
ITUVERAVA;09/2024;136;74;10;9
ITUVERAVA;10/2024;136;74;10;9
ITUVERAVA;11/2024;136;70;10;9
ITUVERAVA;12/2024;136;70;10;9
JABORANDI;01/2024;17;17;0;0
JABORANDI;02/2024;17;17;0;0
JABORANDI;03/2024;17;17;0;0
JABORANDI;04/2024;17;17;0;0
JABORANDI;05/2024;17;17;0;0
JABORANDI;06/2024;17;17;0;0
JABORANDI;07/2024;17;17;0;0
JABORANDI;08/2024;17;17;0;0
JABORANDI;09/2024;17;17;0;0
JABORANDI;10/2024;17;17;0;0
JABORANDI;11/2024;17;17;0;0
JABORANDI;12/2024;17;17;0;0
JABOTICABAL;01/2024;248;49;10;3
JABOTICABAL;02/2024;248;49;10;3
JABOTICABAL;03/2024;248;49;10;3
JABOTICABAL;04/2024;248;49;10;3
JABOTICABAL;05/2024;248;49;10;3
JABOTICABAL;06/2024;248;49;10;3
JABOTICABAL;07/2024;248;49;10;3
JABOTICABAL;08/2024;248;49;10;3
JABOTICABAL;09/2024;248;49;10;3
JABOTICABAL;10/2024;248;49;10;3
JABOTICABAL;11/2024;248;49;10;3
JABOTICABAL;12/2024;248;49;10;3
JACAREI;01/2024;451;215;86;40
JACAREI;02/2024;451;215;86;40
JACAREI;03/2024;451;215;86;40
JACAREI;04/2024;436;215;86;40
JACAREI;05/2024;436;215;86;40
JACAREI;06/2024;436;215;86;40
JACAREI;07/2024;436;215;86;40
JACAREI;08/2024;436;215;86;40
JACAREI;09/2024;436;215;86;40
JACAREI;10/2024;436;215;86;40
JACAREI;11/2024;436;215;86;40
JACAREI;12/2024;430;215;95;40
JACI;01/2024;216;168;0;0
JACI;02/2024;216;168;0;0
JACI;03/2024;216;168;0;0
JACI;04/2024;216;168;0;0
JACI;05/2024;216;168;0;0
JACI;06/2024;216;168;0;0
JACI;07/2024;216;168;0;0
JACI;08/2024;216;168;0;0
JACI;09/2024;216;168;0;0
JACI;10/2024;216;168;0;0
JACI;11/2024;216;168;0;0
JACI;12/2024;216;168;0;0
JAGUARIUNA;01/2024;102;99;15;15
JAGUARIUNA;02/2024;102;99;15;15
JAGUARIUNA;03/2024;102;99;15;15
JAGUARIUNA;04/2024;102;99;15;15
JAGUARIUNA;05/2024;102;99;15;15
JAGUARIUNA;06/2024;135;99;15;15
JAGUARIUNA;07/2024;135;99;15;15
JAGUARIUNA;08/2024;135;99;15;15
JAGUARIUNA;09/2024;135;99;18;15
JAGUARIUNA;10/2024;135;99;18;15
JAGUARIUNA;11/2024;135;99;18;15
JAGUARIUNA;12/2024;135;99;18;15
JALES;01/2024;178;126;25;23
JALES;02/2024;178;126;25;23
JALES;03/2024;178;126;25;23
JALES;04/2024;178;126;25;23
JALES;05/2024;178;126;25;23
JALES;06/2024;178;126;25;23
JALES;07/2024;178;126;25;23
JALES;08/2024;178;126;25;23
JALES;09/2024;178;126;25;23
JALES;10/2024;178;126;25;23
JALES;11/2024;178;126;25;23
JALES;12/2024;178;126;25;23
JARINU;01/2024;30;18;0;0
JARINU;02/2024;30;18;0;0
JARINU;03/2024;30;18;0;0
JARINU;04/2024;30;18;0;0
JARINU;05/2024;30;18;0;0
JARINU;06/2024;30;18;0;0
JARINU;07/2024;30;18;0;0
JARINU;08/2024;30;18;0;0
JARINU;09/2024;30;18;0;0
JARINU;10/2024;30;18;0;0
JARINU;11/2024;30;18;0;0
JARINU;12/2024;30;18;0;0
JAU;01/2024;985;638;108;68
JAU;02/2024;985;638;108;68
JAU;03/2024;985;638;108;68
JAU;04/2024;985;638;108;68
JAU;05/2024;985;638;108;68
JAU;06/2024;985;638;108;68
JAU;07/2024;985;638;108;68
JAU;08/2024;985;638;108;68
JAU;09/2024;985;638;108;68
JAU;10/2024;985;638;108;68
JAU;11/2024;985;638;108;68
JAU;12/2024;985;638;108;68
JOANOPOLIS;01/2024;11;11;0;0
JOANOPOLIS;02/2024;11;11;0;0
JOANOPOLIS;03/2024;11;11;0;0
JOANOPOLIS;04/2024;11;11;0;0
JOANOPOLIS;05/2024;11;11;0;0
JOANOPOLIS;06/2024;11;11;0;0
JOANOPOLIS;07/2024;12;12;0;0
JOANOPOLIS;08/2024;12;12;0;0
JOANOPOLIS;09/2024;12;12;0;0
JOANOPOLIS;10/2024;12;12;0;0
JOANOPOLIS;11/2024;12;12;0;0
JOANOPOLIS;12/2024;12;12;0;0
JOSE BONIFACIO;01/2024;67;37;0;0
JOSE BONIFACIO;02/2024;67;37;0;0
JOSE BONIFACIO;03/2024;67;37;0;0
JOSE BONIFACIO;04/2024;67;37;0;0
JOSE BONIFACIO;05/2024;67;37;0;0
JOSE BONIFACIO;06/2024;67;37;0;0
JOSE BONIFACIO;07/2024;67;37;0;0
JOSE BONIFACIO;08/2024;67;37;0;0
JOSE BONIFACIO;09/2024;67;37;0;0
JOSE BONIFACIO;10/2024;67;43;0;0
JOSE BONIFACIO;11/2024;67;43;0;0
JOSE BONIFACIO;12/2024;67;43;0;0
JUNDIAI;01/2024;1047;540;200;95
JUNDIAI;02/2024;1211;540;240;95
JUNDIAI;03/2024;1211;540;240;95
JUNDIAI;04/2024;1215;546;244;101
JUNDIAI;05/2024;1209;550;247;101
JUNDIAI;06/2024;1209;550;247;101
JUNDIAI;07/2024;1209;550;247;101
JUNDIAI;08/2024;1209;550;247;101
JUNDIAI;09/2024;1205;546;247;101
JUNDIAI;10/2024;1205;546;247;101
JUNDIAI;11/2024;1205;546;247;101
JUNDIAI;12/2024;1198;539;247;101
JUNQUEIROPOLIS;01/2024;46;25;0;0
JUNQUEIROPOLIS;02/2024;46;25;0;0
JUNQUEIROPOLIS;03/2024;46;25;0;0
JUNQUEIROPOLIS;04/2024;46;25;0;0
JUNQUEIROPOLIS;05/2024;46;25;0;0
JUNQUEIROPOLIS;06/2024;46;25;0;0
JUNQUEIROPOLIS;07/2024;46;25;0;0
JUNQUEIROPOLIS;08/2024;46;25;0;0
JUNQUEIROPOLIS;09/2024;46;25;0;0
JUNQUEIROPOLIS;10/2024;46;25;0;0
JUNQUEIROPOLIS;11/2024;46;25;0;0
JUNQUEIROPOLIS;12/2024;46;25;0;0
JUQUITIBA;01/2024;1;1;0;0
JUQUITIBA;02/2024;1;1;0;0
JUQUITIBA;03/2024;1;1;0;0
JUQUITIBA;04/2024;1;1;0;0
JUQUITIBA;05/2024;1;1;0;0
JUQUITIBA;06/2024;1;1;0;0
JUQUITIBA;07/2024;1;1;0;0
JUQUITIBA;08/2024;1;1;0;0
JUQUITIBA;09/2024;1;1;0;0
JUQUITIBA;10/2024;1;1;0;0
JUQUITIBA;11/2024;1;1;0;0
JUQUITIBA;12/2024;1;1;0;0
LARANJAL PAULISTA;01/2024;48;30;0;0
LARANJAL PAULISTA;02/2024;48;30;0;0
LARANJAL PAULISTA;03/2024;48;30;0;0
LARANJAL PAULISTA;04/2024;48;30;0;0
LARANJAL PAULISTA;05/2024;48;30;0;0
LARANJAL PAULISTA;06/2024;48;30;0;0
LARANJAL PAULISTA;07/2024;48;30;0;0
LARANJAL PAULISTA;08/2024;48;30;0;0
LARANJAL PAULISTA;09/2024;48;30;0;0
LARANJAL PAULISTA;10/2024;48;30;0;0
LARANJAL PAULISTA;11/2024;48;30;0;0
LARANJAL PAULISTA;12/2024;48;30;0;0
LEME;01/2024;145;85;10;8
LEME;02/2024;145;85;10;8
LEME;03/2024;145;85;10;8
LEME;04/2024;145;85;10;8
LEME;05/2024;145;85;10;8
LEME;06/2024;145;85;10;8
LEME;07/2024;145;85;10;8
LEME;08/2024;145;85;10;8
LEME;09/2024;145;85;10;8
LEME;10/2024;145;85;10;8
LEME;11/2024;145;85;10;8
LEME;12/2024;145;85;10;8
LENCOIS PAULISTA;01/2024;96;50;10;6
LENCOIS PAULISTA;02/2024;96;50;10;6
LENCOIS PAULISTA;03/2024;96;50;10;6
LENCOIS PAULISTA;04/2024;96;49;10;6
LENCOIS PAULISTA;05/2024;96;49;10;6
LENCOIS PAULISTA;06/2024;96;49;10;6
LENCOIS PAULISTA;07/2024;96;49;10;6
LENCOIS PAULISTA;08/2024;96;49;10;6
LENCOIS PAULISTA;09/2024;96;49;10;6
LENCOIS PAULISTA;10/2024;96;49;10;6
LENCOIS PAULISTA;11/2024;96;49;10;6
LENCOIS PAULISTA;12/2024;96;49;10;6
LIMEIRA;01/2024;495;239;102;55
LIMEIRA;02/2024;495;239;102;55
LIMEIRA;03/2024;495;239;102;55
LIMEIRA;04/2024;495;239;102;55
LIMEIRA;05/2024;499;239;106;55
LIMEIRA;06/2024;547;239;105;55
LIMEIRA;07/2024;547;239;105;55
LIMEIRA;08/2024;547;239;105;55
LIMEIRA;09/2024;547;239;105;55
LIMEIRA;10/2024;547;239;105;55
LIMEIRA;11/2024;547;239;105;55
LIMEIRA;12/2024;519;239;105;55
LINS;01/2024;399;295;28;16
LINS;02/2024;382;295;28;16
LINS;03/2024;383;296;28;16
LINS;04/2024;383;296;28;16
LINS;05/2024;383;296;28;16
LINS;06/2024;399;295;28;16
LINS;07/2024;397;295;26;16
LINS;08/2024;397;295;26;16
LINS;09/2024;397;295;26;16
LINS;10/2024;397;295;26;16
LINS;11/2024;380;295;26;16
LINS;12/2024;380;295;26;16
LORENA;01/2024;206;128;33;22
LORENA;02/2024;206;128;33;22
LORENA;03/2024;206;128;33;22
LORENA;04/2024;206;128;33;22
LORENA;05/2024;206;128;33;22
LORENA;06/2024;206;128;33;22
LORENA;07/2024;206;128;33;22
LORENA;08/2024;206;128;33;22
LORENA;09/2024;206;128;33;22
LORENA;10/2024;206;128;33;22
LORENA;11/2024;206;128;33;22
LORENA;12/2024;206;128;33;22
LOUVEIRA;01/2024;40;28;8;0
LOUVEIRA;02/2024;40;28;8;0
LOUVEIRA;03/2024;40;28;8;0
LOUVEIRA;04/2024;40;28;8;0
LOUVEIRA;05/2024;40;28;8;0
LOUVEIRA;06/2024;46;34;8;0
LOUVEIRA;07/2024;51;39;8;0
LOUVEIRA;08/2024;51;39;8;0
LOUVEIRA;09/2024;51;39;8;0
LOUVEIRA;10/2024;51;39;8;0
LOUVEIRA;11/2024;51;39;8;0
LOUVEIRA;12/2024;51;39;8;0
LUCELIA;01/2024;36;30;0;0
LUCELIA;02/2024;36;30;0;0
LUCELIA;03/2024;36;30;0;0
LUCELIA;04/2024;36;30;0;0
LUCELIA;05/2024;36;30;0;0
LUCELIA;06/2024;36;30;0;0
LUCELIA;07/2024;36;30;0;0
LUCELIA;08/2024;36;30;0;0
LUCELIA;09/2024;36;30;0;0
LUCELIA;10/2024;36;30;0;0
LUCELIA;11/2024;36;30;0;0
LUCELIA;12/2024;36;30;0;0
MACATUBA;01/2024;31;18;0;0
MACATUBA;02/2024;31;18;0;0
MACATUBA;03/2024;31;18;0;0
MACATUBA;04/2024;31;18;0;0
MACATUBA;05/2024;31;18;0;0
MACATUBA;06/2024;31;18;0;0
MACATUBA;07/2024;31;18;0;0
MACATUBA;08/2024;31;18;0;0
MACATUBA;09/2024;31;18;0;0
MACATUBA;10/2024;31;18;0;0
MACATUBA;11/2024;31;18;0;0
MACATUBA;12/2024;31;18;0;0
MACAUBAL;01/2024;15;10;0;0
MACAUBAL;02/2024;15;10;0;0
MACAUBAL;03/2024;15;10;0;0
MACAUBAL;04/2024;15;10;0;0
MACAUBAL;05/2024;15;10;0;0
MACAUBAL;06/2024;15;10;0;0
MACAUBAL;07/2024;15;10;0;0
MACAUBAL;08/2024;15;10;0;0
MACAUBAL;09/2024;15;10;0;0
MACAUBAL;10/2024;15;10;0;0
MACAUBAL;11/2024;15;10;0;0
MACAUBAL;12/2024;15;10;0;0
MAIRIPORA;01/2024;46;46;0;0
MAIRIPORA;02/2024;46;46;0;0
MAIRIPORA;03/2024;46;46;0;0
MAIRIPORA;04/2024;46;46;0;0
MAIRIPORA;05/2024;46;46;0;0
MAIRIPORA;06/2024;46;46;0;0
MAIRIPORA;07/2024;46;46;0;0
MAIRIPORA;08/2024;46;46;0;0
MAIRIPORA;09/2024;46;46;0;0
MAIRIPORA;10/2024;46;46;0;0
MAIRIPORA;11/2024;46;46;0;0
MAIRIPORA;12/2024;46;46;0;0
MARACAI;01/2024;26;22;0;0
MARACAI;02/2024;26;22;0;0
MARACAI;03/2024;26;22;0;0
MARACAI;04/2024;26;22;0;0
MARACAI;05/2024;26;22;0;0
MARACAI;06/2024;26;22;0;0
MARACAI;07/2024;26;22;0;0
MARACAI;08/2024;26;22;0;0
MARACAI;09/2024;26;22;0;0
MARACAI;10/2024;26;22;0;0
MARACAI;11/2024;26;22;0;0
MARACAI;12/2024;26;22;0;0
MARILIA;01/2024;1018;706;153;120
MARILIA;02/2024;1014;702;151;118
MARILIA;03/2024;1016;704;151;118
MARILIA;04/2024;1016;704;151;118
MARILIA;05/2024;1016;704;151;118
MARILIA;06/2024;1047;716;157;118
MARILIA;07/2024;1047;716;157;118
MARILIA;08/2024;1047;716;157;118
MARILIA;09/2024;1047;716;157;118
MARILIA;10/2024;1047;716;157;118
MARILIA;11/2024;1047;718;157;120
MARILIA;12/2024;1047;718;157;120
MARTINOPOLIS;01/2024;45;40;0;0
MARTINOPOLIS;02/2024;45;40;0;0
MARTINOPOLIS;03/2024;45;40;0;0
MARTINOPOLIS;04/2024;45;40;0;0
MARTINOPOLIS;05/2024;45;40;0;0
MARTINOPOLIS;06/2024;45;40;0;0
MARTINOPOLIS;07/2024;45;40;0;0
